content,score,sentiment_rating,wordCount,review_with_stopwords,wordCount_after_stopwords,review_stemmed
aplikasi ini membatu saya .. dan menyelesaikan keluhan saya .. terima kasih yesdok,5,Positive,13,aplikasi membatu  menyelesaikan keluhan  terima kasih yesdok,7,aplikasi membatu menyelesaikan keluhan terima kasih yesdok
mudah konsul dengan dokter nih jadinya,5,Positive,6,mudah konsul dokter,3,mudah konsul dokter
aku akan terus setia pake app yesdok nih,5,Positive,8,setia pake app yesdok,4,setia pake app yesdok
semoga aku terus gunakan yesdok ya. aminn,5,Positive,8,semoga yesdok ya aminn,4,semoga yesdok ya aminn
24 jam bisa diakses terus loh ini,5,Positive,7, jam diakses,2,jam diaks
aplikasi sangat bagus & memuaskan,5,Positive,5,aplikasi bagus  memuaskan,3,aplikasi bagu memuaskan
"aku suka banget sama aplikasi ini karena sangat informatif sekali dan dokter nya ramah"" semua. aku sangat menyarankan aplikasi ini buat yang tidak bisa bertatap muka secara langsung dengan para dokter untuk melakukan konsultasi, jadi bisa melalui aplikasi ini. terimakasih yesdok ",5,Positive,45,suka aplikasi informatif dokter nya ramah  menyarankan aplikasi bertatap muka langsung dokter konsultasi aplikasi terimakasih yesdok,16,suka aplikasi informatif dokter nya ramah menyarankan aplikasi bertatap muka langsung dokter konsultasi aplikasi terimakasih yesdok
dari rumah aja bisa nih tanya tanya langsung,5,Positive,8,rumah aja langsung,3,rumah aja langsung
"aplikasi yesdok mantap abis selain nambah pengetahuan dari baca artikel, juga dapat yespoint yg dapat ditukar dg konsultasi ",5,Positive,19,aplikasi yesdok mantap abis nambah pengetahuan baca artikel yespoint ditukar dg konsultasi,12,aplikasi yesdok mantap abi nambah pengetahuan baca artikel yespoint ditukar dg konsultasi
juara habis deh aplikasi yesdok ini,5,Positive,6,juara habis aplikasi yesdok,4,juara habi aplikasi yesdok
terpercaya abis nih dokter dokter di yes dok,5,Positive,8,terpercaya abis dokter dokter yes dok,6,terpercaya abi dokter dokter ye dok
yesdok ini bener bener juara banget,5,Positive,6,yesdok bener bener juara,4,yesdok bener bener juara
"sangat memuaskan pakai aplikasi ini, dokternya standby 24jam",5,Positive,9,memuaskan pakai aplikasi dokternya standby jam,6,memuaskan pakai aplikasi dokternya standbi jam
dokternya baik banget pas aku konsul disini markotop dehh,5,Positive,9,dokternya pas konsul markotop dehh,5,dokternya pa konsul markotop dehh
jujur keren bgt apps ini,5,Positive,5,jujur keren apps,3,jujur keren app
please ini keren betullll,5,Positive,4,please keren betullll,3,pleas keren betulll
makasih yesdok yang telah bantu saya,5,Positive,6,makasih yesdok bantu,3,makasih yesdok bantu
please ini keren betullll,5,Positive,4,please keren betullll,3,pleas keren betulll
aplikasinya super bantu banget nihhh,5,Positive,5,aplikasinya super bantu nihhh,4,aplikasinya super bantu nihhh
kualitas dokternya terjamin,5,Positive,3,kualitas dokternya terjamin,3,kualita dokternya terjamin
"recommended sekali, 24 jam selalu ada ",5,Positive,7,recommended  jam,2,recommend jam
"fiturnya sangat bermanfaat, tampilannya menarik, mudah bgt pake apk nya. dokternya selalu ada ",5,Positive,16,fiturnya bermanfaat tampilannya menarik mudah pake apk nya dokternya,9,fiturnya bermanfaat tampilannya menarik mudah pake apk nya dokternya
mau konsul mau cek dokter jadi gampang deh,5,Positive,8,konsul cek dokter gampang,4,konsul cek dokter gampang
"benar-benar sangat memuaskan pakai aplikasi ini, dokternya selalu standby 24 jam",5,Positive,12,benarbenar memuaskan pakai aplikasi dokternya standby  jam,7,benarbenar memuaskan pakai aplikasi dokternya standbi jam
terus maju ya yesdok ,5,Positive,4,maju ya yesdok,3,maju ya yesdok
biarkan bintang 5 ini yang jadi buktinya,5,Positive,7,biarkan bintang  buktinya,3,biarkan bintang buktinya
dokter disini bagus semua gak kaleng-kaleng,5,Positive,6,dokter bagus gak kalengkaleng,4,dokter bagu gak kalengkaleng
yesdok akan selalu jadi pilihan utamaku,5,Positive,6,yesdok pilihan utamaku,3,yesdok pilihan utamaku
"baguss bangett, aplikasi ya sangat membantu",5,Positive,7,baguss bangett aplikasi ya membantu,5,baguss bangett aplikasi ya membantu
konsul sama dokter ya di yesdok aja,5,Positive,7,konsul dokter ya yesdok aja,5,konsul dokter ya yesdok aja
"sehat itu mahal, ayo pake yesdok untuk cek!!",5,Positive,11,sehat mahal ayo pake yesdok cek  ,6,sehat mahal ayo pake yesdok cek
beres sih semua masalah kesehatan disini,5,Positive,6,beres kesehatan,2,bere kesehatan
sangat memuaskan.responnya cepat dan mudah difahami.,5,Positive,7,memuaskanresponnya cepat mudah difahami,4,memuaskanresponnya cepat mudah difahami
apps ini asik bgt dan gampang pake nya,5,Positive,8,apps asik gampang pake nya,5,app asik gampang pake nya
sangat memuaskan pake aplikasi dokter 24 jam,5,Positive,7,memuaskan pake aplikasi dokter  jam,5,memuaskan pake aplikasi dokter jam
bagus bgt layanan kesehatannya,5,Positive,4,bagus layanan kesehatannya,3,bagu layanan kesehatannya
aplikasinya sangat membantu saya dan keluarga,5,Positive,6,aplikasinya membantu keluarga,3,aplikasinya membantu keluarga
"sangat membantu , dan dokter 24jam online",5,Positive,7,membantu dokter jam online,4,membantu dokter jam onlin
pelayanan yesdok selalu bagus,5,Positive,4,pelayanan yesdok bagus,3,pelayanan yesdok bagu
aplikasi nya bermanfaat dokter nya ada terus. terasa aman dan nyaman jadinya,5,Positive,13,aplikasi nya bermanfaat dokter nya aman nyaman,7,aplikasi nya bermanfaat dokter nya aman nyaman
so easy to use,5,Positive,4,so easy to use,4,so easi to use
gampang bgt konsul sama dokternya,5,Positive,5,gampang konsul dokternya,3,gampang konsul dokternya
seneng bgt pake layanan yesdok,5,Positive,5,seneng pake layanan yesdok,4,seneng pake layanan yesdok
"sangat memuaskan dengan aplikasi yesdok standby 24 jam, terima kasih yesdok ",5,Positive,12,memuaskan aplikasi yesdok standby  jam terima kasih yesdok,8,memuaskan aplikasi yesdok standbi jam terima kasih yesdok
tim yesdok super mantep banget bikin apps nya,5,Positive,8,tim yesdok super mantep bikin apps nya,7,tim yesdok super mantep bikin app nya
semoga semua suka pake yesdok ini ya,5,Positive,7,semoga suka pake yesdok ya,5,semoga suka pake yesdok ya
makasih ya yesdok udah bantu aku,5,Positive,6,makasih ya yesdok udah bantu,5,makasih ya yesdok udah bantu
semoga terus bisa membantu orang lebih banyak ya,5,Positive,8,semoga membantu orang ya,4,semoga membantu orang ya
konsul sama dokter jadi gampang gt,5,Positive,6,konsul dokter gampang gt,4,konsul dokter gampang gt
skrg kalau ada keluhan dikit tinggal buka yesdok,5,Positive,8,skrg keluhan dikit tinggal buka yesdok,6,skrg keluhan dikit tinggal buka yesdok
emg juara bgt nih apps yesdok ini,5,Positive,7,emg juara apps yesdok,4,emg juara app yesdok
fix deh aku akan kasih tau temen temen tentang betapa kerennya apps ini,5,Positive,13,fix kasih tau temen temen betapa kerennya apps,8,fix kasih tau temen temen betapa kerennya app
apps ini keren bgt ya,5,Positive,5,apps keren ya,3,app keren ya
cukup konsul online aja aku udah tau deh harus gimana,5,Positive,10,konsul online aja udah tau,5,konsul onlin aja udah tau
online aja skrg konsulnya,5,Positive,4,online aja skrg konsulnya,4,onlin aja skrg konsulnya
sejak ada yesdok mau beli obat jadi mudah,5,Positive,8,yesdok beli obat mudah,4,yesdok beli obat mudah
apps skrg canggih canggih termasuk apps ini,5,Positive,7,apps skrg canggih canggih apps,5,app skrg canggih canggih app
mudah bgt pake apps ini,5,Positive,5,mudah pake apps,3,mudah pake app
ui nya bagus bgt yesdok,5,Positive,5,ui nya bagus yesdok,4,ui nya bagu yesdok
gampang banget ya pake apps nya mantep,5,Positive,7,gampang ya pake apps nya mantep,6,gampang ya pake app nya mantep
apps ini emang paling mantep kalo soal kesehatan,5,Positive,8,apps emang mantep kalo kesehatan,5,app emang mantep kalo kesehatan
sangatt memuaskann dan sangat membantu terimakasihhg,5,Positive,6,sangatt memuaskann membantu terimakasihhg,4,sangatt memuaskann membantu terimakasihhg
dokter nya mantul,5,Positive,3,dokter nya mantul,3,dokter nya mantul
skrg berasa deket bgt sama dokter dokter,5,Positive,7,skrg berasa deket dokter dokter,5,skrg berasa deket dokter dokter
mantep parah konsul pake video call doang bisa,5,Positive,8,mantep parah konsul pake video call doang,7,mantep parah konsul pake video call doang
mudah bgt skrg kalau mau konsul sama dokter lewat video call,5,Positive,11,mudah skrg konsul dokter video call,6,mudah skrg konsul dokter video call
terus terusan pake yesdok deh pasti,5,Positive,6,terusan pake yesdok,3,terusan pake yesdok
fix banget akan pake yesdok terus,5,Positive,6,fix pake yesdok,3,fix pake yesdok
semoga aplikasi yesdok terus membaik ya,5,Positive,6,semoga aplikasi yesdok membaik ya,5,semoga aplikasi yesdok membaik ya
nyoba ini itu ternyata emang yesdok yang terbaik,5,Positive,8,nyoba emang yesdok terbaik,4,nyoba emang yesdok terbaik
konsul yang dikasih bagus banget sih.. trimakasih yesdok,5,Positive,9,konsul dikasih bagus  trimakasih yesdok,5,konsul dikasih bagu trimakasih yesdok
sangat memuaskan pakai aplikasi ini dokternya selalu standby,5,Positive,8,memuaskan pakai aplikasi dokternya standby,5,memuaskan pakai aplikasi dokternya standbi
sangat memuaskan pake aplikasi ini dokternya standby 24jam ,5,Positive,8,memuaskan pake aplikasi dokternya standby jam,6,memuaskan pake aplikasi dokternya standbi jam
aplikasi kesehatan terbaik yang pernah aku coba,5,Positive,7,aplikasi kesehatan terbaik coba,4,aplikasi kesehatan terbaik coba
"aplikasi bagus, cocok buat tanya"" soal kesehatan ..",5,Positive,10,aplikasi bagus cocok  kesehatan ,4,aplikasi bagu cocok kesehatan
mau konsul jadi gampang bgt loh pake apps ini,5,Positive,9,konsul gampang pake apps,4,konsul gampang pake app
cukup video call udah bisa konsul sama dokter,5,Positive,8,video call udah konsul dokter,5,video call udah konsul dokter
duh mantep nih pake yesdok udah berkali kali,5,Positive,8,duh mantep pake yesdok udah berkali kali,7,duh mantep pake yesdok udah berkali kali
cepet banget loh sampenya ini beli obat disini,5,Positive,8,cepet sampenya beli obat,4,cepet sampenya beli obat
pelayanan yang dikasih juara bgt,5,Positive,5,pelayanan dikasih juara,3,pelayanan dikasih juara
juara bgt deh apps ini aku kasih 100,5,Positive,8,juara apps kasih ,3,juara app kasih
mau konsul sama dokter pake apps ini aja,5,Positive,8,konsul dokter pake apps aja,5,konsul dokter pake app aja
'tinggal video call aja deh gampang skrng ketemu dokter',5,Positive,10,tinggal video call aja gampang skrng ketemu dokter,8,tinggal video call aja gampang skrng ketemu dokter
dokternya selalu kasih rekomendasi yang bagus bgt,5,Positive,7,dokternya kasih rekomendasi bagus,4,dokternya kasih rekomendasi bagu
konsul dokternya oke bgt loh,5,Positive,5,konsul dokternya oke,3,konsul dokternya oke
selalu kasih pelayanan yang oke bgt loh,5,Positive,7,kasih pelayanan oke,3,kasih pelayanan oke
ini baru aplikasi yang keren banget ,5,Positive,6,aplikasi keren,2,aplikasi keren
aplikasi kesehatan no 1 deh,5,Positive,5,aplikasi kesehatan no ,3,aplikasi kesehatan no
duh gile keren bgt aplikasi kesehatan ini,5,Positive,7,duh gile keren aplikasi kesehatan,5,duh gile keren aplikasi kesehatan
selalu memberikan pelayanan terbaik nih si yesdok,5,Positive,7,pelayanan terbaik si yesdok,4,pelayanan terbaik si yesdok
skrg ketemu dokter tinggal via online aja gampang,5,Positive,8,skrg ketemu dokter tinggal via online aja gampang,8,skrg ketemu dokter tinggal via onlin aja gampang
gile bgt sih cepet bgt anter obatnya,5,Positive,7,gile cepet anter obatnya,4,gile cepet anter obatnya
aku butuh obat dan cepet bgt dapetnya,5,Positive,7,butuh obat cepet dapetnya,4,butuh obat cepet dapetnya
yang terbaik deh buat yesdok dan tim,5,Positive,7,terbaik yesdok tim,3,terbaik yesdok tim
aku yakin bgt nih sama dokter dokter yang ramah di yesdok,5,Positive,11,dokter dokter ramah yesdok,4,dokter dokter ramah yesdok
"oke banget lah kalau di pakai saat pandemi sekarang, secara lebih aman bisa video call di rumah, buat dokternya ramah dan baik.",5,Positive,25,oke pakai pandemi aman video call rumah dokternya ramah,9,oke pakai pandemi aman video call rumah dokternya ramah
asik bgt dokternya seru dan baik,5,Positive,6,asik dokternya seru,3,asik dokternya seru
"""mantep nih apps keren bgt buat bantu konsul kesehatan"".",5,Positive,12, mantep apps keren bantu konsul kesehatan ,6,mantep app keren bantu konsul kesehatan
aplikasi yesdok sudah cukup bagus tinggal tampilan dan fiturnya perlu ditingkatkan lagi. mantap pokoknya,5,Positive,15,aplikasi yesdok bagus tinggal tampilan fiturnya ditingkatkan mantap pokoknya,9,aplikasi yesdok bagu tinggal tampilan fiturnya ditingkatkan mantap pokoknya
tim yesdok keren bgt bisa buat apps kayak gini,5,Positive,9,tim yesdok keren apps kayak gini,6,tim yesdok keren app kayak gini
100 buat yesdok dan tim,5,Positive,5, yesdok tim,2,yesdok tim
ramah bgt ya dokter dokternya,5,Positive,5,ramah ya dokter dokternya,4,ramah ya dokter dokternya
appsnya selalu bisa kasih pelayanan bagus.,5,Positive,7,appsnya kasih pelayanan bagus,4,appsnya kasih pelayanan bagu
duh mantep dan keren bgt nih yesdok,5,Positive,7,duh mantep keren yesdok,4,duh mantep keren yesdok
semua dokternya ramah bgt,5,Positive,4,dokternya ramah,2,dokternya ramah
please terus kasih pelayanan bagus ya yesdok,5,Positive,7,please kasih pelayanan bagus ya yesdok,6,pleas kasih pelayanan bagu ya yesdok
semoga yesdok bisa kasih pelayanan kayak gini yang bagus terus,5,Positive,10,semoga yesdok kasih pelayanan kayak gini bagus,7,semoga yesdok kasih pelayanan kayak gini bagu
semoga appsnya semakin berjaya ya,5,Positive,5,semoga appsnya berjaya ya,4,semoga appsnya berjaya ya
sekarang mau apa apa tinggal pake yesdok deh,5,Positive,8,tinggal pake yesdok,3,tinggal pake yesdok
layanan yesdok banget nih,5,Positive,4,layanan yesdok,2,layanan yesdok
aplikasi sangat membantu konsultasi kesehatan dengan mudah dan praktis,5,Positive,9,aplikasi membantu konsultasi kesehatan mudah praktis,6,aplikasi membantu konsultasi kesehatan mudah prakti
duh keren bgt deh yesdok makin suka pake nya,5,Positive,9,duh keren yesdok suka pake nya,6,duh keren yesdok suka pake nya
duh mantep abis aplikasi yesdok ini,5,Positive,6,duh mantep abis aplikasi yesdok,5,duh mantep abi aplikasi yesdok
semoga yesdok selalu jadi pilihan semuanya,5,Positive,6,semoga yesdok pilihan,3,semoga yesdok pilihan
keren bgt ya yesdok aplikasinya,5,Positive,5,keren ya yesdok aplikasinya,4,keren ya yesdok aplikasinya
mau beli obat jadi gampang bgt ya skrg,5,Positive,8,beli obat gampang ya skrg,5,beli obat gampang ya skrg
"aplikasi ini sangat membantu, karena dapat berkonsultasi kapan pun dan tidak ribet terimakasih",5,Positive,14,aplikasi membantu berkonsultasi ribet terimakasih,5,aplikasi membantu berkonsultasi ribet terimakasih
ayo netizen download yesdok skrg juga,5,Positive,6,ayo netizen download yesdok skrg,5,ayo netizen download yesdok skrg
thanks banget buat yesdok dan tim,5,Positive,6,thanks yesdok tim,3,thank yesdok tim
apps nya juara banget deh,5,Positive,5,apps nya juara,3,app nya juara
yesdok emang mantep banget nih,5,Positive,5,yesdok emang mantep,3,yesdok emang mantep
aku selalu pakai yesdok nih belakangan ini,5,Positive,7,pakai yesdok,2,pakai yesdok
udah lama download yesdok. selalu keren pelayanannya,5,Positive,8,udah download yesdok keren pelayanannya,5,udah download yesdok keren pelayanannya
aku pasti rekomendasiin yesdok ini ke temen-temen aku deh,5,Positive,9,rekomendasiin yesdok tementemen,3,rekomendasiin yesdok tementemen
semangat terus ya tim yesdok,5,Positive,5,semangat ya tim yesdok,4,semangat ya tim yesdok
terima kasih ya yesdok udah bantu aku konsul sama dokter,5,Positive,10,terima kasih ya yesdok udah bantu konsul dokter,8,terima kasih ya yesdok udah bantu konsul dokter
skrg cukup pake video aja untuk konsultasi online sama dokter,5,Positive,10,skrg pake video aja konsultasi online dokter,7,skrg pake video aja konsultasi onlin dokter
apps nya minim bgt bug nya. keren,5,Positive,8,apps nya minim bug nya keren,6,app nya minim bug nya keren
mau beli obat skrg jadi cepet bgt,5,Positive,7,beli obat skrg cepet,4,beli obat skrg cepet
terima kasih ya yesdok aku bisa konsultasi sama dokternya,5,Positive,9,terima kasih ya yesdok konsultasi dokternya,6,terima kasih ya yesdok konsultasi dokternya
"aplikasinya bagus , cara mudah konsultasi online dengan dokter  suka banget pokoknya.",5,Positive,13,aplikasinya bagus mudah konsultasi online dokter suka pokoknya,8,aplikasinya bagu mudah konsultasi onlin dokter suka pokoknya
apps ini emang juara bgt deh kalo soal kesehatan,5,Positive,9,apps emang juara kalo kesehatan,5,app emang juara kalo kesehatan
konsul ya gampang bgt nih di yesdok,5,Positive,7,konsul ya gampang yesdok,4,konsul ya gampang yesdok
ke dokter skrg lebih mudah tinggal video call,5,Positive,8,dokter skrg mudah tinggal video call,6,dokter skrg mudah tinggal video call
konsul sama dokter jadi mudah,5,Positive,5,konsul dokter mudah,3,konsul dokter mudah
"keren ,dokternya standby 24jam",5,Positive,5,keren dokternya standby jam,4,keren dokternya standbi jam
yesdok emang juaranya kalo buat konsul,5,Positive,6,yesdok emang juaranya kalo konsul,5,yesdok emang juaranya kalo konsul
bisa konsul 24 jam loh,5,Positive,5,konsul  jam,2,konsul jam
super recommended banget buat kamu yang belum pernah coba,5,Positive,9,super recommended coba,3,super recommend coba
