content;score;sentiment_rating;wordCount;tweet_without_stopwords;wordCount_after_stopwords
mantappp aplikasi ini berguna sekali. di tengah maraknya virus corona saya bisa langsung konsultasi via aplikasi yesdok tanpa harus ke luar rumah. sukses terus bwt yesdok.;5;Positive;26;mantappp aplikasi ini berguna sekali. di tengah maraknya virus corona saya bisa langsung konsultasi via aplikasi yesdok tanpa harus ke luar rumah. sukses terus bwt yesdok.;26
mantappp aplikasi ini berguna sekali. di tengah maraknya virus corona saya bisa langsung konsultasi via aplikasi yesdok tanpa harus ke luar rumah. sukses terus bwt yesdok.;5;Positive;26;mantappp aplikasi ini berguna sekali. di tengah maraknya virus corona saya bisa langsung konsultasi via aplikasi yesdok tanpa harus ke luar rumah. sukses terus bwt yesdok.;26
bagus dan bermanfaat;5;Positive;3;bagus dan bermanfaat;3
aplikasi ini sangat membantu;5;Positive;4;aplikasi ini sangat membantu;4
keren!!! ini membantu banget kalau kita ngalamin keluhan apa2. bisa tanya2 dulu disini. bisa tanya resep, pantangan, dan kendala sm penyakit. jadi bisa alternatif ketimbang minum obat sembarangan.;5;Positive;28;keren!!! ini membantu banget kalau kita ngalamin keluhan apa2. bisa tanya2 dulu disini. bisa tanya resep, pantangan, dan kendala sm penyakit. jadi bisa alternatif ketimbang minum obat sembarangan.;28
aplikasi yang bagus! dengan aplikasi ini, mempermudah saya berkonsultasi dengan dokter, cukup klik iewat handphone saya tidak perlu repot pergi ke luar lagi. sangat cocok untuk yang tidak memiliki waktu luang ke luar. selain itu di bagian beranda dimuat berita seputar kesehatan juga. makin suka!;5;Positive;45;aplikasi yang bagus! dengan aplikasi ini, mempermudah saya berkonsultasi dengan dokter, cukup klik iewat handphone saya tidak perlu repot pergi ke luar lagi. sangat cocok untuk yang tidak memiliki waktu luang ke luar. selain itu di bagian beranda dimuat berita seputar kesehatan juga. makin suka!;45
saya suka aplikasi ini karena sangat memudahkan saya yang tidak suka ke rumah sakit untuk konsultasi;5;Positive;16;saya suka aplikasi ini karena sangat memudahkan saya yang tidak suka ke rumah sakit untuk konsultasi;16
mudah banget jadi kalau ada kendala- kendala sakit untuk kita atau keluhan-keluhan bisa banget pakai aplikasi ini jadi tidak membuat kesulitan konsultasi.;5;Positive;22;mudah banget jadi kalau ada kendala- kendala sakit untuk kita atau keluhan-keluhan bisa banget pakai aplikasi ini jadi tidak membuat kesulitan konsultasi.;22
sangat praktis untuk konsultasi kesehatan tanpa repot ngantri di rumah sakit.sangat membantu orang yang super sibuk kerja,terimakasih yesdok;5;Positive;18;sangat praktis untuk konsultasi kesehatan tanpa repot ngantri di rumah sakit.sangat membantu orang yang super sibuk kerja,terimakasih yesdok;18
aplikasi sangat membantu untuk konsultasi kesehatan,sangat mempermudah konsultasi tanpa harus mendatangi dokter nya,terimakasih yesdok;5;Positive;14;aplikasi sangat membantu untuk konsultasi kesehatan,sangat mempermudah konsultasi tanpa harus mendatangi dokter nya,terimakasih yesdok;14
aplikasi yang sangat berguna dan membantu kita semua,terima kasih berkat bantuan di aplikasi ini;5;Positive;14;aplikasi yang sangat berguna dan membantu kita semua,terima kasih berkat bantuan di aplikasi ini;14
aplikasi yang sangat berguna buat anak kost2an yang mempunyai budget minim..maju terus yesdok;5;Positive;13;aplikasi yang sangat berguna buat anak kost2an yang mempunyai budget minim..maju terus yesdok;13
aplikasi yang sangat membantu ditengah wabah virus covid-19;5;Positive;8;aplikasi yang sangat membantu ditengah wabah virus covid-19;8
aplikasi yesdok memang sangat bagus karena membantu sekali untuk mengetahui kesehatan kita. yesdok kerennn.;5;Positive;14;aplikasi yesdok memang sangat bagus karena membantu sekali untuk mengetahui kesehatan kita. yesdok kerennn.;14
aplikasi yang sangat berguna dan sangat membantu. good job...!;5;Positive;9;aplikasi yang sangat berguna dan sangat membantu. good job...!;9
sangat membantu sakali aplikasi yesdok dapat langsung konsultasi ke dokter tanpa harus ke rs;5;Positive;14;sangat membantu sakali aplikasi yesdok dapat langsung konsultasi ke dokter tanpa harus ke rs;14
aplikasi sangat bagus membantu kita dalam mengetahui kesehatan;5;Positive;8;aplikasi sangat bagus membantu kita dalam mengetahui kesehatan;8
aplikasinya sangat berguna bagi saya bisa bertanya langsung kepada dokter. terimakasih;5;Positive;11;aplikasinya sangat berguna bagi saya bisa bertanya langsung kepada dokter. terimakasih;11
mantap , aplikasi yes dok sangat bermanfaat bagi yang membutuhkan...;5;Positive;10;mantap , aplikasi yes dok sangat bermanfaat bagi yang membutuhkan...;10
sangat membantu dikala kondisi darurat;5;Positive;5;sangat membantu dikala kondisi darurat;5
"sangat membantu di saat kita sedang sibuk untuk menjaga kesehatan kita. semoga terus berkembang ""yesdok"".";5;Positive;15;"sangat membantu di saat kita sedang sibuk untuk menjaga kesehatan kita. semoga terus berkembang ""yesdok"".";15
aplikasi nya sangat membantu sekali banyak informasi baru yang saya dapatkan dari aplikasi ini;5;Positive;14;aplikasi nya sangat membantu sekali banyak informasi baru yang saya dapatkan dari aplikasi ini;14
bagus ni untuk konsultasi kesehatan kita...;5;Positive;6;bagus ni untuk konsultasi kesehatan kita...;6
mantap aplikasinya sangat membantu;5;Positive;4;mantap aplikasinya sangat membantu;4
aplikasinya sangat membantu dan berguna;5;Positive;5;aplikasinya sangat membantu dan berguna;5
aplikasi ini sangat bagus menurut saya, karena bisa nyari dokter khusus, gigi, demam, dokter umum dan lain lain.;5;Positive;18;aplikasi ini sangat bagus menurut saya, karena bisa nyari dokter khusus, gigi, demam, dokter umum dan lain lain.;18
aplikasinya sangat membantu dan berguna;5;Positive;5;aplikasinya sangat membantu dan berguna;5
aplikasinya sangat membantu dan berguna;5;Positive;5;aplikasinya sangat membantu dan berguna;5
aplikasinya sangat membantu dan berguna;5;Positive;5;aplikasinya sangat membantu dan berguna;5
aplikasi yang sangat berguna dan membantu. terima kasih;5;Positive;8;aplikasi yang sangat berguna dan membantu. terima kasih;8
bagus banget.keren...kembangin terus ye aplikasinya nice;5;Positive;6;bagus banget.keren...kembangin terus ye aplikasinya nice;6
aplikasi yang sangat membantu jika ada pertanyaan tentang kesehatan;5;Positive;9;aplikasi yang sangat membantu jika ada pertanyaan tentang kesehatan;9
aplikasi yang sangat membantu jika ada pertanyaan tentang kesehatan;5;Positive;9;aplikasi yang sangat membantu jika ada pertanyaan tentang kesehatan;9
aplikasi keren bangetttsssss asli;5;Positive;4;aplikasi keren bangetttsssss asli;4
aplikasi yang keren super super keren;5;Positive;6;aplikasi yang keren super super keren;6
aplikasi okeee banget sangat terbantu;5;Positive;5;aplikasi okeee banget sangat terbantu;5
aplikasi sangat bermanfaat buat kita ..skrng bisa konsultasi 24 jam gratis;5;Positive;11;aplikasi sangat bermanfaat buat kita ..skrng bisa konsultasi 24 jam gratis;11
aplikasi berguna banget konsultasi dokter 24 jam dan keren banger;5;Positive;10;aplikasi berguna banget konsultasi dokter 24 jam dan keren banger;10
aplikasi paling membantu ini mah konsul sama dokter nya baik baik 24 jam jg;5;Positive;14;aplikasi paling membantu ini mah konsul sama dokter nya baik baik 24 jam jg;14
aplikasi keren abisaasss mantap banget;5;Positive;5;aplikasi keren abisaasss mantap banget;5
aplikasi yg sangat amat membantu nih gaes .. dokter nya ramah;5;Positive;11;aplikasi yg sangat amat membantu nih gaes .. dokter nya ramah;11
aplikasi yang sangat keren sekali mantap;5;Positive;6;aplikasi yang sangat keren sekali mantap;6
"dengan adanya aplikasi yesdok saya bisa konsultasi online lewat dokter"" hebat ... good job";5;Positive;14;"dengan adanya aplikasi yesdok saya bisa konsultasi online lewat dokter"" hebat ... good job";14
aplikasi yang sangat bagus! memudahkan untuk berkonsultasi secara akurat dengan dokter-dokter terpercaya!;5;Positive;12;aplikasi yang sangat bagus! memudahkan untuk berkonsultasi secara akurat dengan dokter-dokter terpercaya!;12
aplikasi sangat bagus membantu sekali d saat butuh konsultasi dokter tanpa harus ke klinik;5;Positive;14;aplikasi sangat bagus membantu sekali d saat butuh konsultasi dokter tanpa harus ke klinik;14
aplikasi yang sangat membantu dan berguna buat saya sebagai pekerja kecil;5;Positive;11;aplikasi yang sangat membantu dan berguna buat saya sebagai pekerja kecil;11
aplikasi yang sangat amat membantu;5;Positive;5;aplikasi yang sangat amat membantu;5
aplikasi yang sangat sangat membantu;5;Positive;5;aplikasi yang sangat sangat membantu;5
aplikasi yg bagus dan sangat membantu bagi saya dan keluarga, terimakasih;5;Positive;11;aplikasi yg bagus dan sangat membantu bagi saya dan keluarga, terimakasih;11
aplikasi yes dok sangat bagus, konsultasi lancar, dan produk obat yg diresepkan terjamin. pokoknya recommended!!;5;Positive;15;aplikasi yes dok sangat bagus, konsultasi lancar, dan produk obat yg diresepkan terjamin. pokoknya recommended!!;15
aplikasi nya sangat bagus dan membantu. terimakasih;5;Positive;7;aplikasi nya sangat bagus dan membantu. terimakasih;7
aplikasi yang sangat membantu sekali;5;Positive;5;aplikasi yang sangat membantu sekali;5
wihh keren aplikasi nya .. mntap abissss;5;Positive;7;wihh keren aplikasi nya .. mntap abissss;7
aplikasi bagus banget memudahkan untuk melakukan konsultasi kepada dokter dengan vidio call;5;Positive;12;aplikasi bagus banget memudahkan untuk melakukan konsultasi kepada dokter dengan vidio call;12
aplikasi yang kwren bangeyyt... ga perlu jauh jauh buat konsultasi k dokter;5;Positive;12;aplikasi yang kwren bangeyyt... ga perlu jauh jauh buat konsultasi k dokter;12
yuk konsultsi ke dokter dngan aplikasi yesdok jadi lebih mudah;5;Positive;10;yuk konsultsi ke dokter dngan aplikasi yesdok jadi lebih mudah;10
aplikasi yg sangat bagus dan sangat membantu sekali, bisa konsultasi dengan dokter tanpa harus keluar. kembangkan terus.. good job;5;Positive;19;aplikasi yg sangat bagus dan sangat membantu sekali, bisa konsultasi dengan dokter tanpa harus keluar. kembangkan terus.. good job;19
aplikasi yang sangat bagus dan membantu.luar biasa;5;Positive;7;aplikasi yang sangat bagus dan membantu.luar biasa;7
aplikasi yang sangat berguna sekali, download ya kawan-kawan;5;Positive;8;aplikasi yang sangat berguna sekali, download ya kawan-kawan;8
aplikasi yang recommended bgt, kita bisa langsung berkonsultasi dg dokter secara online tanpa harus jauh2 ke rumah sakit..;5;Positive;18;aplikasi yang recommended bgt, kita bisa langsung berkonsultasi dg dokter secara online tanpa harus jauh2 ke rumah sakit..;18
aplikasi nya memudahkan sekali kita bisa konsultasi secara langsung tanpa harus datang ke rumah sakit;5;Positive;15;aplikasi nya memudahkan sekali kita bisa konsultasi secara langsung tanpa harus datang ke rumah sakit;15
aplikasi sangat berguna, bisa berkonsultasi langsung dengan dokter spesialis yg terpercaya. semoga terus memberi manfaat untuk orang banyak ya yesdok. terima kasih;5;Positive;22;aplikasi sangat berguna, bisa berkonsultasi langsung dengan dokter spesialis yg terpercaya. semoga terus memberi manfaat untuk orang banyak ya yesdok. terima kasih;22
aplikasi yg sangat bermanfaat jadi konsultasi k dokter bisa lewat rumah tidak perlu repot2 keluar rumah;5;Positive;16;aplikasi yg sangat bermanfaat jadi konsultasi k dokter bisa lewat rumah tidak perlu repot2 keluar rumah;16
aplikasi nya sangat bagus.sangat membantu saya ketika saya membutuhkan konsultasi berobat.terima kasih yes dok...;5;Positive;14;aplikasi nya sangat bagus.sangat membantu saya ketika saya membutuhkan konsultasi berobat.terima kasih yes dok...;14
aplikasinya sangat bermanfaat untuk org yg sibuk dan tidak sempat berkonsultasi langsung dengan dokter.;5;Positive;14;aplikasinya sangat bermanfaat untuk org yg sibuk dan tidak sempat berkonsultasi langsung dengan dokter.;14
aplikasi yg palin oke lah bisa konsultasi 24 jm;5;Positive;9;aplikasi yg palin oke lah bisa konsultasi 24 jm;9
aplikasi yg keren banget dokter nya ramah;5;Positive;7;aplikasi yg keren banget dokter nya ramah;7
aplikasinya sangat membantu dan berguna;5;Positive;5;aplikasinya sangat membantu dan berguna;5
aplikasinya sangat membantu dan berguna;5;Positive;5;aplikasinya sangat membantu dan berguna;5
aplikasi ini sangat membantu. terima kasih yesdok;5;Positive;7;aplikasi ini sangat membantu. terima kasih yesdok;7
aplikasi yang bagus!, membuat mudah jika ingin konsultasi dengan dokter tapi tidak punya waktu;5;Positive;14;aplikasi yang bagus!, membuat mudah jika ingin konsultasi dengan dokter tapi tidak punya waktu;14
nice job;5;Positive;2;nice job;2
aplikasi ini sangat membantu untuk konsultasi mengenai kesehatan kita... dokternya ramah banget dan sabar. rekomendasi buat yang sibuk gak sempat ke dokter. bisa langsung konsul melalui aplikasi ini.;5;Positive;28;aplikasi ini sangat membantu untuk konsultasi mengenai kesehatan kita... dokternya ramah banget dan sabar. rekomendasi buat yang sibuk gak sempat ke dokter. bisa langsung konsul melalui aplikasi ini.;28
recommended banget ! untuk kalian yang punya masalah kesehatan atau sekedar ingin bertanya, kalian tidak perlu jauh2 dan mengantri untuk konsultasi ke dokter. di aplikasi ini semua lengkap, dan kalian bisa berkonsultasi dg dokter terpercaya..;5;Positive;35;recommended banget ! untuk kalian yang punya masalah kesehatan atau sekedar ingin bertanya, kalian tidak perlu jauh2 dan mengantri untuk konsultasi ke dokter. di aplikasi ini semua lengkap, dan kalian bisa berkonsultasi dg dokter terpercaya..;35
terimakasih aplikasi yesdok sangat membantu saya dalam menemukan solusi kesehatan.;5;Positive;10;terimakasih aplikasi yesdok sangat membantu saya dalam menemukan solusi kesehatan.;10
aplikasi yg sangat amat membatu sekali;5;Positive;6;aplikasi yg sangat amat membatu sekali;6
aplikasi sangat membantu buat saya terimakasih;5;Positive;6;aplikasi sangat membantu buat saya terimakasih;6
sangat praktis dan bermanfaat.;5;Positive;4;sangat praktis dan bermanfaat.;4
terimakasih yesdok karean berkat yesdok saya bisa konsultasi lgsg dari rumah;5;Positive;11;terimakasih yesdok karean berkat yesdok saya bisa konsultasi lgsg dari rumah;11
aplikasi yesdok sangat bagus sekali, bisa membantu saya mengenai keluhan yang saya rasakan, setidaknya bisa mencegahnya. selain itu dokter-dokternya juga sangat tanggap dan sangat membantu, terimakasih yesdok;5;Positive;27;aplikasi yesdok sangat bagus sekali, bisa membantu saya mengenai keluhan yang saya rasakan, setidaknya bisa mencegahnya. selain itu dokter-dokternya juga sangat tanggap dan sangat membantu, terimakasih yesdok;27
aplikasi yang sangat berguna untuk tanya dan konsultasi tentang kesehatan;5;Positive;10;aplikasi yang sangat berguna untuk tanya dan konsultasi tentang kesehatan;10
aplikasi yang sangat membantu untuk konsultasi dengan dokter-dokter terpercaya dan respon yang cepat karena dokternya 24 jam;5;Positive;17;aplikasi yang sangat membantu untuk konsultasi dengan dokter-dokter terpercaya dan respon yang cepat karena dokternya 24 jam;17
apkikasi sangat bermanfaat buar saya dan keluarga. terimakasih;5;Positive;8;apkikasi sangat bermanfaat buar saya dan keluarga. terimakasih;8
sangat terbantu untuk banyak infonya dan bisa tanya2 dulu sebelum pemeriksaan nyata ke rs lebih lanjut. thank you yesdok:);5;Positive;19;sangat terbantu untuk banyak infonya dan bisa tanya2 dulu sebelum pemeriksaan nyata ke rs lebih lanjut. thank you yesdok:);19
aplikasi yg direkomendasikan, berguna sekali untuk anak kos seperti saya;5;Positive;10;aplikasi yg direkomendasikan, berguna sekali untuk anak kos seperti saya;10
aplikasi yesdok keren banget, bisa tatap muka sama dokternya langsung. selain terjangkau dan efisien gak perlu datang langsung ke rs;5;Positive;20;aplikasi yesdok keren banget, bisa tatap muka sama dokternya langsung. selain terjangkau dan efisien gak perlu datang langsung ke rs;20
apk yng bermanfaat dan pelayana yang bagus;5;Positive;7;apk yng bermanfaat dan pelayana yang bagus;7
aplikasi yang sangat membantu kita untuk menjalani hidup yang lebih baik dengan aplikasi ini kita bisa tau tentang kesehatan kita;5;Positive;20;aplikasi yang sangat membantu kita untuk menjalani hidup yang lebih baik dengan aplikasi ini kita bisa tau tentang kesehatan kita;20
aplikasi yang bagus! dengan aplikasi ini, mempermudah saya berkonsultasi dengan dokter, cukup klik lewat handphone saya tidak perlu repot pergi ke luar lagi. sangat cocok untuk yang tidak memiliki waktu luang ke luar. selain itu di bagian beranda dimuat berita seputar kesehatan juga. makin suka!;5;Positive;45;aplikasi yang bagus! dengan aplikasi ini, mempermudah saya berkonsultasi dengan dokter, cukup klik lewat handphone saya tidak perlu repot pergi ke luar lagi. sangat cocok untuk yang tidak memiliki waktu luang ke luar. selain itu di bagian beranda dimuat berita seputar kesehatan juga. makin suka!;45
